1000,1,0.030354,0.0017161369323730469
1000,2,0.027964,0.002337932586669922
1000,3,0.029179,0.003670930862426758
1000,4,0.030577,0.0049059391021728516
1000,5,0.045590,0.0061490535736083984
1000,6,0.033533,0.008072137832641602
1000,7,0.032725,0.00775909423828125
1000,8,0.031838,0.013124942779541016
1000,9,0.041168,0.01059579849243164
1000,10,0.037432,0.012440919876098633
1000,11,0.048914,0.01436305046081543
1000,12,0.038606,0.015432119369506836
1000,13,0.049127,0.01800394058227539
1000,14,0.042765,0.015022993087768555
1000,15,0.054441,0.025192975997924805
1000,16,0.044717,0.04162096977233887
1000,17,0.052050,0.025233983993530273
1000,18,0.080651,0.027431964874267578
1000,19,0.073151,0.029896020889282227
1000,20,0.065804,0.043727874755859375
1000,21,0.056567,0.03992795944213867
1000,22,0.066332,0.03957200050354004
1000,23,0.066667,0.03969097137451172
1000,24,0.057627,0.04449892044067383
1000,25,0.058994,0.04105687141418457
1000,26,0.058026,0.02856612205505371
1000,27,0.056192,0.04678082466125488
1000,28,0.070587,0.05387282371520996
1000,29,0.063083,0.036149024963378906
10000,1,0.171863,0.01729106903076172
10000,2,0.220517,0.023379802703857422
10000,3,0.251511,0.06989789009094238
10000,4,0.318091,0.06697297096252441
10000,5,0.285689,0.06446409225463867
10000,6,0.223915,0.08198904991149902
10000,7,0.262897,0.1428229808807373
10000,8,0.314177,0.0940711498260498
10000,9,0.304942,0.10591292381286621
10000,10,0.275069,0.11675810813903809
10000,11,0.303199,0.15134096145629883
10000,12,0.305352,0.1569528579711914
10000,13,0.293261,0.14991116523742676
10000,14,0.357602,0.18958497047424316
10000,15,0.330121,0.18289685249328613
10000,16,0.327619,0.1813650131225586
10000,17,0.358999,0.19215893745422363
10000,18,0.340739,0.1995251178741455
10000,19,0.353317,0.22004485130310059
10000,20,0.371669,0.21828007698059082
10000,21,0.374150,0.24186015129089355
10000,22,0.386531,0.2509341239929199
10000,23,0.395167,0.26075315475463867
10000,24,0.415006,0.27028393745422363
10000,25,0.417233,0.28771305084228516
10000,26,0.436240,0.28951382637023926
10000,27,0.436500,0.3001668453216553
10000,28,0.433629,0.3119339942932129
10000,29,0.456306,0.3135077953338623
100000,1,1.548004,0.15237092971801758
100000,2,1.715758,0.23247098922729492
100000,3,1.718196,0.36235499382019043
100000,4,1.896114,0.48885202407836914
100000,5,1.939504,0.5751230716705322
100000,6,2.015983,0.6961491107940674
100000,7,2.082741,0.8163058757781982
100000,8,2.212809,0.9218180179595947
100000,9,2.350740,1.0249660015106201
100000,10,2.511281,1.162550926208496
100000,11,2.638258,1.2388319969177246
100000,12,2.763883,1.3402581214904785
100000,13,2.877689,1.4302928447723389
100000,14,2.922764,1.5743539333343506
100000,15,3.024549,1.6232810020446777
100000,16,3.134881,1.7517449855804443
100000,17,3.367269,1.8419530391693115
100000,18,3.412291,1.9155359268188477
100000,19,3.464714,2.0241458415985107
100000,20,3.600412,2.0865838527679443
100000,21,3.604231,2.183403968811035
100000,22,3.903318,2.4506189823150635
100000,23,3.987665,2.465305805206299
100000,24,4.031350,2.686018943786621
100000,25,4.200362,2.749044895172119
100000,26,4.292971,2.8786869049072266
100000,27,4.708593,3.0028538703918457
100000,28,4.434394,3.060361862182617
100000,29,4.448666,3.1849730014801025
200000,1,3.122542,0.2720611095428467
200000,2,3.294271,0.4516868591308594
200000,3,3.428390,0.7317750453948975
200000,4,3.644763,0.975430965423584
200000,5,4.166519,1.2265231609344482
200000,6,4.326911,1.4132099151611328
200000,7,4.430867,1.6189401149749756
200000,8,4.661439,1.8343799114227295
200000,9,4.948424,2.0380420684814453
200000,10,5.367617,2.2551939487457275
200000,11,5.548106,2.4751529693603516
200000,12,5.734268,2.6366231441497803
